C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_41_840.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_41_840.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_41_840.jpg,0,0,0,1.283809E-05
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_41_908.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_41_908.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_41_908.jpg,0,0,0,9.528769E-06
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_41_976.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_41_976.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_41_976.jpg,0,0,0,7.679427E-06
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_42_044.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_42_044.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_42_044.jpg,0,0,0,2.11226E-05
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_42_116.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_42_116.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_42_116.jpg,0,0,0,1.364195E-05
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_42_184.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_42_184.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_42_184.jpg,0,0,0,1.406894E-05
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_42_256.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_42_256.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_42_256.jpg,-0.05,0.0161301,0,0.0346464
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_42_324.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_42_324.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_42_324.jpg,-0.2,0.2048448,0,0.08840024
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_42_393.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_42_393.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_42_393.jpg,-0.35,0.3888021,0,0.3278608
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_42_463.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_42_463.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_42_463.jpg,-0.5500001,0.6201271,0,0.821247
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_42_531.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_42_531.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_42_531.jpg,-0.7,0.8127102,0,1.297606
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_42_601.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_42_601.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_42_601.jpg,-0.9000002,1,0,2.177939
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_42_667.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_42_667.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_42_667.jpg,-1,1,0,2.861758
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_42_739.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_42_739.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_42_739.jpg,-1,1,0,3.761174
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_42_806.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_42_806.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_42_806.jpg,-1,1,0,4.435091
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_42_876.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_42_876.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_42_876.jpg,-1,1,0,5.325295
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_42_947.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_42_947.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_42_947.jpg,-1,1,0,5.987831
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_43_018.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_43_018.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_43_018.jpg,0,1,0,6.781783
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_43_085.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_43_085.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_43_085.jpg,0,1,0,7.409438
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_43_156.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_43_156.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_43_156.jpg,0,1,0,8.310231
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_43_227.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_43_227.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_43_227.jpg,0,1,0,8.985549
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_43_296.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_43_296.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_43_296.jpg,0,1,0,9.880216
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_43_369.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_43_369.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_43_369.jpg,0,1,0,10.54664
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_43_438.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_43_438.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_43_438.jpg,0,1,0,11.52816
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_43_509.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_43_509.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_43_509.jpg,0,1,0,11.8383
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_43_581.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_43_581.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_43_581.jpg,-0.15,1,0,12.97582
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_43_652.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_43_652.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_43_652.jpg,0,1,0,13.6804
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_43_722.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_43_722.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_43_722.jpg,0,1,0,14.50155
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_43_792.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_43_792.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_43_792.jpg,0,1,0,15.00329
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_43_863.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_43_863.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_43_863.jpg,0,1,0,15.88156
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_43_934.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_43_934.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_43_934.jpg,-0.15,1,0,16.56672
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_44_003.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_44_003.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_44_003.jpg,-0.35,1,0,17.34258
C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\center_2022_04_10_12_24_44_074.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\left_2022_04_10_12_24_44_074.jpg,C:\Users\Andy\Desktop\self_driving_car_dataset\IMG\right_2022_04_10_12_24_44_074.jpg,0,1,0,17.93898
